ID,image_name,time,place,temperature,humidity,sun_light,soil_moist,API_health,API_water,API_water_def,validation,soil_validation
34,2025-07-16T09:20:31_Uni.jpg,2025-07-16T09:20:31,Uni,22.982,63.567,26962.0,4.790,59.9,5.7,0,yes,A
35,2025-07-16T09:21:20_Uni.jpg,2025-07-16T09:21:20,Uni,22.577,64.895,26962.0,23.558,86.2,0,0,yes,B
36,2025-07-16T09:21:59_Uni.jpg,2025-07-16T09:21:59,Uni,22.369,65.627,26962.0,28.250,88.2,0,0,yes,B
37,2025-07-16T09:22:56_Uni.jpg,2025-07-16T09:22:56,Uni,22.340,65.493,26962.0,27.273,60.4,0,0,yes,B
38,2025-07-16T09:23:49_Uni.jpg,2025-07-16T09:23:49,Uni,22.286,67.269,26962.0,13.001,89.9,4.2,3.0,yes,A
39,2025-07-16T09:24:35_Uni.jpg,2025-07-16T09:24:35,Uni,22.188,66.228,26962.0,56.305,87.7,0,0,no,B
40,2025-07-16T09:25:14_Uni.jpg,2025-07-16T09:25:14,Uni,22.089,66.925,26962.0,51.124,65.2,7.1,0,no,B
41,2025-07-16T09:26:06_Uni.jpg,2025-07-16T09:26:06,Uni,22.020,66.655,58438.0,19.062,83.5,0,0,yes,A
42,2025-07-16T09:26:50_Uni.jpg,2025-07-16T09:26:50,Uni,21.904,67.347,58438.0,39.492,92.0,0,0,no,B
43,2025-07-16T09:27:39_Uni.jpg,2025-07-16T09:27:39,Uni,21.801,67.609,58438.0,33.920,83.1,5.5,0,no,B
44,2025-07-16T09:28:12_Uni.jpg,2025-07-16T09:28:12,Uni,21.761,67.611,58438.0,54.545,33.4,20.2,10.5,no,B
45,2025-07-16T09:29:00_Uni.jpg,2025-07-16T09:29:00,Uni,21.743,67.466,58438.0,47.019,52.9,0,0,no,B
46,2025-07-16T09:29:47_Uni.jpg,2025-07-16T09:29:47,Uni,21.757,67.322,58438.0,11.437,79.1,0,0,yes,A
47,2025-07-16T09:30:46_Uni.jpg,2025-07-16T09:30:46,Uni,21.755,66.923,58438.0,23.558,61.9,9.2,0,yes,B
48,2025-07-16T09:31:17_Uni.jpg,2025-07-16T09:31:17,Uni,21.705,67.849,58438.0,35.582,86.5,0,0,yes,B
49,2025-07-16T12:06:44_Uni.jpg,2025-07-16T12:06:44,Uni,28.3,42.8,35258.0,1.564,49.7,38.3,0,no,A
50,2025-07-16T12:08:04_Uni.jpg,2025-07-16T12:08:04,Uni,28.0,44.5,35258.0,10.655,15.4,33.5,18.9,yes,A
51,2025-07-16T12:09:20_Uni.jpg,2025-07-16T12:09:20,Uni,27.7,43.8,35258.0,3.030,3.0,83.1,64.2,no,A
52,2025-07-16T12:09:53_Uni.jpg,2025-07-16T12:09:53,Uni,27.7,44.1,35258.0,3.519,14.8,55.7,21.7,yes,A
53,2025-07-16T12:10:48_Uni.jpg,2025-07-16T12:10:48,Uni,27.2,44.7,35258.0,49.853,27.4,65.3,55.8,no,B
54,2025-07-16T12:11:36_Uni.jpg,2025-07-16T12:11:36,Uni,27.0,45.8,35258.0,0.0,24.9,29.4,0,yes,A
55,2025-07-16T12:12:44_Uni.jpg,2025-07-16T12:12:44,Uni,26.7,46.8,35258.0,13.978,9.8,75.3,69.9,yes,A
56,2025-07-16T12:13:20_Uni.jpg,2025-07-16T12:13:20,Uni,26.5,47.5,35258.0,57.576,20.3,55.5,32.6,yes,B
